Destination,Condition,Month,Temperature,Festival,Holiday Season,Popularity Index
Jodhpur,Clear,August,27.1,Yes,No,26
Alleppey,Clear,September,32.9,No,No,41
Varanasi,Clouds,September,24.7,No,No,35
Visakhapatnam,Clear,October,25.2,Yes,Yes,71
Rishikesh & Haridwar,Snow,March,19.1,Yes,No,55
Jaisalmer,Clouds,June,23.5,No,Yes,45
Pushkar,Storm,February,21.2,No,No,62
Agra,Clear,March,32.5,Yes,No,57
Thiruvananthapuram,Clear,July,28.9,No,Yes,24
Jaisalmer,Clear,July,23.2,No,Yes,46
Kolkata,Clear,April,25.6,No,No,49
Pune,Clouds,September,26.6,No,No,52
Visakhapatnam,Clear,November,19.3,Yes,Yes,72
Agra,Clouds,April,30.9,No,No,42
Varanasi,Clear,October,20,Yes,Yes,54
Shimla,Clouds,July,23,No,Yes,21
Thiruvananthapuram,Rain,August,23.4,Yes,No,30
Somnath,Clouds,October,30,Yes,Yes,51
Chennai,Clear,June,31.2,No,Yes,31
Pushkar,Clear,March,29.6,Yes,No,67
Kochi,Rain,January,13.2,Yes,Yes,52
Visakhapatnam,Storm,December,10.5,Yes,Yes,68
Coorg,Clear,January,15.9,Yes,Yes,75
Amritsar,Clear,June,36.7,No,Yes,36
Agra,Fog,May,28.4,No,Yes,45
Bengaluru,Fog,October,24.3,Yes,Yes,62
Darjeeling,Fog,January,11.6,Yes,Yes,48
Nainital,Clouds,October,14.2,Yes,Yes,45
Madurai,Rain,January,6.7,Yes,Yes,51
Alleppey,Clear,October,23.7,Yes,Yes,67
Delhi,Clear,January,13.9,Yes,Yes,67
Ajmer,Clear,November,13.8,Yes,Yes,57
Dharamshala,Clouds,March,25.5,Yes,No,51
Hampi,Clouds,October,19.7,Yes,Yes,74
Ajmer,Clouds,December,18.2,Yes,Yes,61
Mathura & Vrindavan,Clear,December,10.8,Yes,Yes,65
Pushkar,Clear,April,24,No,No,53
Pune,Clouds,October,20.8,Yes,Yes,68
Hampi,Clouds,November,18.7,Yes,Yes,75
Nashik,Rain,July,30.1,No,Yes,25
Chennai,Storm,July,29.7,No,Yes,33
Agra,Clear,June,25.5,No,Yes,42
Madurai,Clouds,February,20,No,No,50
Manali,Clouds,March,5.6,Yes,No,41
Somnath,Rain,November,18.6,Yes,Yes,53
Pune,Clear,November,19.6,Yes,Yes,69
Thiruvananthapuram,Clear,September,25.1,No,No,31
Kochi,Clouds,February,9,No,No,41
Mysuru,Storm,February,16.6,No,No,64
Ayodhya,Clouds,August,27.3,Yes,No,49
Vijayawada,Storm,June,29.3,No,Yes,48
Delhi,Rain,February,13.4,No,No,57
Dwarka,Clear,November,14.5,Yes,Yes,71
Hampi,Clouds,December,15.5,Yes,Yes,75
Delhi,Clear,March,23.1,Yes,No,68
Dharamshala,Clouds,April,23,No,No,36
Ajmer,Rain,January,8.5,Yes,Yes,50
Varanasi,Clouds,November,15.6,Yes,Yes,53
Visakhapatnam,Fog,January,15.8,Yes,Yes,66
Pune,Rain,December,16.3,Yes,Yes,68
Aurangabad,Clear,April,24.9,No,No,28
Dwarka,Clear,December,16.2,Yes,Yes,74
Pushkar,Clear,May,37,No,Yes,47
Varanasi,Rain,December,18.5,Yes,Yes,51
Alleppey,Clear,November,18.4,Yes,Yes,67
Vaishno Devi (Katra),Clear,May,34.3,No,Yes,41
Jodhpur,Clear,September,31,No,No,25
Ahmedabad,Rain,February,24.4,No,No,44
Pune,Clear,January,25.3,Yes,Yes,67
Mathura & Vrindavan,Rain,January,8.8,Yes,Yes,58
Thiruvananthapuram,Heavy Rain,October,22.3,Yes,Yes,46
Pune,Clouds,February,13.2,No,No,53
Udaipur,Clear,February,25.2,No,No,52
Somnath,Rain,December,19.8,Yes,Yes,51
Visakhapatnam,Clear,February,26.4,No,No,60
Hampi,Rain,January,22.3,Yes,Yes,72
Srinagar,Rain,April,18.5,No,No,63
Statue of Unity (Kevadia),Clouds,February,16.5,No,No,54
Visakhapatnam,Fog,March,20.3,Yes,No,65
Prayagraj,Clear,September,21.7,No,No,51
Udaipur,Clouds,March,29,Yes,No,57
Ayodhya,Clouds,September,26,No,No,50
Udaipur,Clear,April,31.5,No,No,40
Dwarka,Clear,January,11.2,Yes,Yes,66
Ahmedabad,Clear,March,21.4,Yes,No,52
Jaisalmer,Clear,August,23.7,Yes,No,51
Madurai,Fog,March,20.1,Yes,No,56
Amritsar,Clouds,July,24.3,No,Yes,44
Vaishno Devi (Katra),Clouds,June,31.4,No,Yes,39
Aurangabad,Clouds,May,32.6,No,Yes,25
Jodhpur,Clear,October,24.2,Yes,Yes,46
Dwarka,Rain,February,7.3,No,No,53
Jaisalmer,Clear,September,22.2,No,No,53
Ayodhya,Clear,October,29.4,Yes,Yes,67
Visakhapatnam,Clouds,April,24.1,No,No,51
Visakhapatnam,Heavy Rain,May,31.3,No,Yes,49
Goa,Clear,August,26.2,Yes,No,53
Nainital,Fog,November,12.5,Yes,Yes,42
Alleppey,Clear,December,23.9,Yes,Yes,70
Coorg,Clouds,February,17.5,No,No,67
Ajmer,Clouds,February,11,No,No,43
Vaishno Devi (Katra),Clear,July,27.3,No,Yes,44
Dwarka,Clear,March,21,Yes,No,68
Kanyakumari,Rain,November,13.6,Yes,Yes,68
Goa,Clear,September,22.8,No,No,53
Tirupati,Clear,August,27.9,Yes,No,54
Kanyakumari,Clear,December,16.9,Yes,Yes,72
Srinagar,Clear,May,28.1,No,Yes,68
Nashik,Fog,August,19.8,Yes,No,32
Bengaluru,Clouds,November,23.6,Yes,Yes,64
Nainital,Clouds,December,10.4,Yes,Yes,34
Ahmedabad,Fog,April,25.7,No,No,35
Rishikesh & Haridwar,Clouds,April,24.9,No,No,41
Madurai,Clear,April,23.3,No,No,42
Goa,Clear,October,25.7,Yes,Yes,75
Delhi,Rain,April,30.6,No,No,49
Madurai,Clear,May,40.6,No,Yes,32
Kolkata,Rain,May,38.3,No,Yes,41
Mumbai,Clear,March,25.5,Yes,No,42
Rishikesh & Haridwar,Rain,May,30.7,No,Yes,39
Pushkar,Clear,June,37.6,No,Yes,42
Alleppey,Clouds,January,19,Yes,Yes,68
Ayodhya,Rain,November,11.5,Yes,Yes,64
Varanasi,Clear,January,10.7,Yes,Yes,45
Vaishno Devi (Katra),Clear,August,24.9,Yes,No,49
Visakhapatnam,Heavy Rain,June,26.2,No,Yes,47
Goa,Clear,November,15.7,Yes,Yes,73
Kanyakumari,Rain,January,8.5,Yes,Yes,65
Statue of Unity (Kevadia),Clear,March,34,Yes,No,58
Darjeeling,Clear,February,14.6,No,No,44
Srinagar,Snow,June,20.6,No,Yes,52
Ahmedabad,Clear,May,38.6,No,Yes,28
Aurangabad,Clear,June,29.9,No,Yes,23
Manali,Rain,April,25.2,No,No,46
Madurai,Clear,June,29.4,No,Yes,38
Lucknow,Rain,August,25.3,Yes,No,42
Pune,Rain,March,20.2,Yes,No,63
Pune,Clouds,April,32.2,No,No,44
Kanyakumari,Clouds,February,14.3,No,No,59
Rameswaram,Rain,May,23,No,Yes,39
Nainital,Clouds,January,14,Yes,Yes,39
Kanyakumari,Fog,March,24,Yes,No,68
Udaipur,Rain,May,35.5,No,Yes,37
Agra,Clear,July,23.8,No,Yes,44
Agra,Clear,August,27.1,Yes,No,49
Bengaluru,Clear,December,21.8,Yes,Yes,66
Mathura & Vrindavan,Rain,February,22.4,No,No,55
Udaipur,Clear,June,31.5,No,Yes,37
Shimla,Clouds,August,15.3,Yes,No,27
Amritsar,Rain,August,26.9,Yes,No,50
Visakhapatnam,Rain,July,24.5,No,Yes,48
Ahmedabad,Rain,June,27.9,No,Yes,32
Kodaikanal,Rain,August,20.1,Yes,No,39
Nainital,Snow,February,-6.2,No,No,20
Thiruvananthapuram,Clear,November,12.6,Yes,Yes,44
Statue of Unity (Kevadia),Clouds,April,33.6,No,No,42
Tirupati,Clouds,September,23.1,No,No,54
Shimla,Clear,September,10.8,No,No,25
Goa,Clear,December,16.2,Yes,Yes,75
Darjeeling,Rain,March,8.4,Yes,No,50
Nainital,Snow,March,1.3,Yes,No,35
Shimla,Clear,October,11.1,Yes,Yes,41
Somnath,Clouds,January,14.7,Yes,Yes,47
Somnath,Clear,February,21.6,No,No,41
Nainital,Clear,April,25.7,No,No,44
Ahmedabad,Rain,July,29,No,Yes,33
Lucknow,Clear,September,27.4,No,No,43
Hampi,Clear,February,20.9,No,No,64
Jaipur,Clear,February,18.4,No,No,51
Pune,Clouds,May,25.5,No,Yes,49
Pune,Clouds,June,24.3,No,Yes,45
Coorg,Clouds,March,24.3,Yes,No,75
Goa,Heavy Rain,January,12.2,Yes,Yes,71
Lucknow,Fog,October,25.5,Yes,Yes,58
Rameswaram,Clear,June,27.4,No,Yes,34
Delhi,Clear,May,28.2,No,Yes,54
Amritsar,Clouds,September,27.9,No,No,51
Statue of Unity (Kevadia),Rain,May,27.2,No,Yes,48
Tirupati,Clear,October,24.5,Yes,Yes,73
Dharamshala,Clear,May,38.8,No,Yes,28
Kolkata,Clear,June,34.7,No,Yes,40
Vaishno Devi (Katra),Fog,September,27.1,No,No,49
Aurangabad,Clear,July,27.5,No,Yes,26
Statue of Unity (Kevadia),Storm,June,29.4,No,Yes,43
Shirdi,Clear,October,29.4,Yes,Yes,70
Mumbai,Heavy Rain,April,34.4,No,No,20
Vijayawada,Clear,July,22.2,No,Yes,51
Madurai,Clouds,July,30.5,No,Yes,38
Madurai,Rain,August,20.2,Yes,No,45
Kochi,Clouds,March,26.2,Yes,No,54
Alleppey,Heavy Rain,February,13.3,No,No,54
Varanasi,Fog,February,16.5,No,No,38
Ajmer,Clouds,March,25.5,Yes,No,55
Somnath,Clear,March,30.3,Yes,No,49
Mumbai,Heavy Rain,May,29,No,Yes,26
Kochi,Clear,April,28,No,No,39
Goa,Clear,February,20.2,No,No,67
Kanyakumari,Clouds,April,25.5,No,No,60
Hampi,Rain,March,13.8,Yes,No,66
Dwarka,Rain,April,33.1,No,No,47
Aurangabad,Clear,August,30.2,Yes,No,30
Kodaikanal,Rain,September,8.2,No,No,38
Kanyakumari,Storm,May,35.1,No,Yes,52
Udaipur,Clear,July,30.8,No,Yes,39
Agra,Clear,September,31.7,No,No,47
Delhi,Clear,June,32.5,No,Yes,46
Dwarka,Rain,May,24.5,No,Yes,53
Visakhapatnam,Clear,August,23.2,Yes,No,55
Jodhpur,Clear,November,23.9,Yes,Yes,48
Madurai,Clear,September,25.2,No,No,46
Amritsar,Clouds,October,25.1,Yes,Yes,70
Delhi,Clear,July,30.6,No,Yes,49
Statue of Unity (Kevadia),Clear,July,26.7,No,Yes,46
Dwarka,Clouds,June,28.4,No,Yes,49
Prayagraj,Rain,October,15.3,Yes,Yes,63
Vaishno Devi (Katra),Clear,October,27.3,Yes,Yes,65
Mathura & Vrindavan,Rain,March,20.3,Yes,No,62
Rishikesh & Haridwar,Fog,June,29.5,No,Yes,36
Nashik,Rain,September,21.8,No,No,33
Jaisalmer,Clear,October,31.4,Yes,Yes,69
Pune,Clear,July,29.5,No,Yes,45
Somnath,Rain,April,33.4,No,No,31
Madurai,Clear,October,19.6,Yes,Yes,62
Kanyakumari,Clear,June,30.1,No,Yes,45
Dharamshala,Snow,June,24.5,No,Yes,32
Dharamshala,Clouds,July,31.2,No,Yes,32
Shirdi,Clear,November,26,Yes,Yes,73
Kanyakumari,Rain,July,22.1,No,Yes,44
Dwarka,Fog,July,27.4,No,Yes,50
Hampi,Clouds,April,21.4,No,No,55
Nainital,Clouds,May,20.6,No,Yes,46
Lucknow,Clear,November,12.8,Yes,Yes,56
Jodhpur,Clear,December,13.2,Yes,Yes,44
Visakhapatnam,Fog,September,17.4,No,No,53
Hampi,Rain,May,35.3,No,Yes,49
Ooty,Clear,October,12.6,Yes,Yes,60
Udaipur,Clear,August,30.7,Yes,No,45
Lucknow,Clear,December,15.4,Yes,Yes,59
Kochi,Clear,May,26,No,Yes,40
Agra,Clouds,October,20.6,Yes,Yes,65
Chennai,Clear,August,26.8,Yes,No,41
Statue of Unity (Kevadia),Clear,August,24.2,Yes,No,51
Kodaikanal,Rain,October,18.9,Yes,Yes,60
Rameswaram,Clear,July,25.4,No,Yes,34
Kanyakumari,Heavy Rain,August,24.7,Yes,No,48
Amritsar,Fog,November,11.8,Yes,Yes,65
Vijayawada,Clear,August,27.3,Yes,No,57
Alleppey,Clear,March,23,Yes,No,65
Shirdi,Clouds,December,6,Yes,Yes,61
Jaisalmer,Storm,November,27.8,Yes,Yes,73
Chennai,Clear,September,33,No,No,37
Ooty,Clear,November,18.4,Yes,Yes,62
Varanasi,Clear,March,33.3,Yes,No,46
Prayagraj,Clouds,November,17.9,Yes,Yes,66
Shirdi,Heavy Rain,January,22,Yes,Yes,68
Amritsar,Clear,December,23.9,Yes,Yes,68
Coorg,Rain,April,22.8,No,No,58
Kolkata,Clouds,July,22.3,No,Yes,48
Srinagar,Clear,July,21.1,No,Yes,50
Tirupati,Rain,November,19.6,Yes,Yes,73
Mumbai,Clouds,June,35.3,No,Yes,16
Varanasi,Clear,April,24.3,No,No,37
Srinagar,Snow,August,10.1,Yes,No,47
Shimla,Clouds,November,15.5,Yes,Yes,41
Shimla,Rain,December,8.3,Yes,Yes,29
Madurai,Clouds,November,17.7,Yes,Yes,62
Rameswaram,Fog,August,25.3,Yes,No,40
Amritsar,Clear,January,18.6,Yes,Yes,66
Kanyakumari,Clear,September,28.4,No,No,49
Jodhpur,Clear,January,17.1,Yes,Yes,44
Darjeeling,Clear,April,14.4,No,No,51
Nashik,Rain,October,17,Yes,Yes,47
Nainital,Snow,June,18.3,No,Yes,29
Vaishno Devi (Katra),Rain,November,22.4,Yes,Yes,66
Shimla,Clouds,January,2.7,Yes,Yes,29
Nainital,Clouds,July,13.1,No,Yes,24
Lucknow,Clear,January,24,Yes,Yes,57
Munnar,Fog,February,-2.2,No,No,38
Dharamshala,Clear,August,23.3,Yes,No,40
Nainital,Clear,August,18.8,Yes,No,32
Ayodhya,Clear,December,21.8,Yes,Yes,67
Shirdi,Clear,February,19.9,No,No,59
Goa,Rain,March,27.2,Yes,No,72
Munnar,Heavy Rain,March,24.2,Yes,No,63
Kanyakumari,Clear,October,30.2,Yes,Yes,69
Kochi,Rain,June,21.9,No,Yes,35
Amritsar,Clouds,February,19.4,No,No,57
Nashik,Fog,November,14.3,Yes,Yes,46
Kolkata,Clear,August,27.2,Yes,No,53
Prayagraj,Rain,December,16.4,Yes,Yes,66
Dwarka,Rain,August,28.2,Yes,No,56
Visakhapatnam,Clear,October,23.7,Yes,Yes,71
Delhi,Clear,August,22.8,Yes,No,57
Kolkata,Rain,September,21.6,No,No,53
Jaisalmer,Clear,December,11.3,Yes,Yes,68
Thiruvananthapuram,Clouds,December,11.8,Yes,Yes,44
Coorg,Clear,May,39.8,No,Yes,50
Rishikesh & Haridwar,Rain,July,24.3,No,Yes,38
Pushkar,Clear,July,30.2,No,Yes,50
Delhi,Rain,September,28.6,No,No,56
Tirupati,Rain,December,5.3,Yes,Yes,61
Mysuru,Clouds,March,24.1,Yes,No,73
Statue of Unity (Kevadia),Fog,September,28.3,No,No,50
Statue of Unity (Kevadia),Rain,October,22,Yes,Yes,66
Pushkar,Clear,August,27.7,Yes,No,57
Hampi,Rain,June,26.7,No,Yes,51
Kochi,Rain,July,27.8,No,Yes,36
Somnath,Clear,May,37.7,No,Yes,25
Somnath,Clear,June,37.5,No,Yes,19
Kolkata,Rain,October,24,Yes,Yes,68
Statue of Unity (Kevadia),Rain,November,20.9,Yes,Yes,68
Chennai,Clouds,October,21.4,Yes,Yes,57
Delhi,Clouds,October,27.7,Yes,Yes,72
Nainital,Clouds,September,12.3,No,No,28
Agra,Rain,November,24.9,Yes,Yes,66
Munnar,Rain,April,14.1,No,No,55
Ajmer,Clear,April,35.6,No,No,33
Kolkata,Clouds,November,10.8,Yes,Yes,65
Jaisalmer,Clear,January,22,Yes,Yes,72
Rameswaram,Clear,September,27.6,No,No,41
Mysuru,Clouds,April,25.6,No,No,57
Kanyakumari,Storm,November,25.4,Yes,Yes,72
Dwarka,Clear,September,27.7,No,No,57
Vaishno Devi (Katra),Clear,December,19.2,Yes,Yes,68
Aurangabad,Clear,September,28.1,No,No,32
Goa,Clouds,April,22.5,No,No,63
Jaipur,Clouds,March,20.6,Yes,No,58
Lucknow,Rain,February,17.9,No,No,46
Nashik,Rain,December,16.4,Yes,Yes,49
Lucknow,Clear,March,31.5,Yes,No,51
Rameswaram,Clouds,October,20.2,Yes,Yes,60
Dwarka,Clouds,October,22.4,Yes,Yes,73
Shimla,Fog,February,-3.1,No,No,18
Amritsar,Clear,March,18.7,Yes,No,66
Somnath,Rain,July,27.5,No,Yes,27
Shimla,Fog,March,18.6,Yes,No,42
Aurangabad,Rain,October,23,Yes,Yes,47
Coorg,Clouds,June,31,No,Yes,53
Madurai,Rain,December,5.1,Yes,Yes,55
Vaishno Devi (Katra),Rain,January,14.8,Yes,Yes,60
Jodhpur,Clear,February,15.2,No,No,34
Varanasi,Clear,May,34,No,Yes,29
Kochi,Rain,August,22.5,Yes,No,42
Pushkar,Clear,September,31.6,No,No,55
Nashik,Heavy Rain,January,15.7,Yes,Yes,45
Shimla,Clear,April,12.1,No,No,36
Rishikesh & Haridwar,Rain,August,24.2,Yes,No,44
Dwarka,Rain,November,9.8,Yes,Yes,67
Pushkar,Clouds,October,24.7,Yes,Yes,73
Ajmer,Clear,May,33.1,No,Yes,36
Coorg,Clear,July,27.3,No,Yes,58
Coorg,Rain,August,29.3,Yes,No,61
Jodhpur,Storm,March,18.9,Yes,No,39
Shirdi,Rain,March,20,Yes,No,68
Nashik,Heavy Rain,February,27.8,No,No,38
Kanyakumari,Rain,December,12.6,Yes,Yes,69
Delhi,Storm,November,12.4,Yes,Yes,69
Kodaikanal,Clouds,November,14,Yes,Yes,56
Udaipur,Clear,September,21.8,No,No,47
Shirdi,Clouds,April,23.7,No,No,54
Mathura & Vrindavan,Clear,April,34.7,No,No,41
Kanyakumari,Storm,January,16.2,Yes,Yes,70
Tirupati,Clear,January,21.5,Yes,Yes,70
Mathura & Vrindavan,Rain,May,27.5,No,Yes,48
Pune,Clouds,August,20.8,Yes,No,52
Tirupati,Rain,February,23.3,No,No,59
Jodhpur,Clouds,April,22.2,No,No,29
Srinagar,Clear,September,21.9,No,No,55
Mumbai,Clouds,July,20.3,No,Yes,24
Ahmedabad,Rain,August,27.4,Yes,No,39
Thiruvananthapuram,Clouds,January,10,Yes,Yes,39
Aurangabad,Clear,November,26.8,Yes,Yes,49
Darjeeling,Snow,May,18.8,No,Yes,56
Mumbai,Heavy Rain,August,25,Yes,No,30
Thiruvananthapuram,Clear,February,18.6,No,No,35
Delhi,Clear,December,22.3,Yes,Yes,76
Tirupati,Clear,March,32.9,Yes,No,65
Aurangabad,Clear,December,19.3,Yes,Yes,50
Jaisalmer,Clear,February,21.1,No,No,62
Kanyakumari,Fog,February,6.5,No,No,54
Aurangabad,Fog,January,16.9,Yes,Yes,43
Kochi,Heavy Rain,September,27.7,No,No,42
Kolkata,Clear,December,20.5,Yes,Yes,72
Visakhapatnam,Rain,November,20,Yes,Yes,71
Coorg,Clouds,September,22.2,No,No,64
Nashik,Heavy Rain,March,31.7,Yes,No,41
Jaipur,Clear,April,28.2,No,No,42
Aurangabad,Rain,February,8.4,No,No,29
Ooty,Clear,December,2.5,Yes,Yes,45
Vaishno Devi (Katra),Rain,February,9,No,No,47
Jodhpur,Clear,May,34.2,No,Yes,25
Varanasi,Clouds,June,29.9,No,Yes,26
Pushkar,Clear,November,25.5,Yes,Yes,75
Visakhapatnam,Rain,December,12.9,Yes,Yes,69
Dharamshala,Clouds,September,23.5,No,No,40
Rameswaram,Clear,November,19.9,Yes,Yes,61
Munnar,Clear,May,31.7,No,Yes,59
Amritsar,Clouds,April,32.6,No,No,49
Ajmer,Clear,June,33.6,No,Yes,31
Somnath,Clouds,August,23.1,Yes,No,34
Udaipur,Clouds,October,17.9,Yes,Yes,61
Srinagar,Clear,October,13.6,Yes,Yes,66
Jodhpur,Clear,June,37.4,No,Yes,12
Kolkata,Rain,January,8.9,Yes,Yes,60
Lucknow,Fog,April,29.3,No,No,37
Mumbai,Clouds,September,29.3,No,No,29
Dharamshala,Clouds,October,22,Yes,Yes,56
Dharamshala,Fog,November,15.5,Yes,Yes,54
Thiruvananthapuram,Storm,March,27,Yes,No,41
Mysuru,Fog,May,22.6,No,Yes,58
Kodaikanal,Fog,December,8.2,Yes,Yes,44
Darjeeling,Clear,June,14.7,No,Yes,40
Statue of Unity (Kevadia),Clear,December,21.5,Yes,Yes,70
Srinagar,Clouds,November,9,Yes,Yes,62
Ajmer,Clear,July,28.9,No,Yes,37
Mumbai,Rain,October,24.1,Yes,Yes,45
Vaishno Devi (Katra),Fog,March,28.9,Yes,No,59
Dharamshala,Clear,December,23.3,Yes,Yes,59
Nashik,Clear,April,24.2,No,No,29
Visakhapatnam,Clouds,January,14.1,Yes,Yes,66
Lucknow,Clouds,May,34.3,No,Yes,35
Mysuru,Rain,June,22.2,No,Yes,53
Kochi,Storm,October,29.4,Yes,Yes,57
Pune,Storm,September,32,No,No,49
Shirdi,Rain,May,28,No,Yes,51
Mysuru,Clear,July,23.8,No,Yes,56
Prayagraj,Clear,January,17.8,Yes,Yes,64
Rishikesh & Haridwar,Clear,September,21.8,No,No,45
Pune,Clear,October,24.3,Yes,Yes,68
Kanyakumari,Clouds,March,26.8,Yes,No,69
Kochi,Clear,November,20.3,Yes,Yes,60
Pune,Fog,November,13,Yes,Yes,64
Mumbai,Clear,November,13.6,Yes,Yes,44
Coorg,Rain,October,25,Yes,Yes,78
Bengaluru,Clear,January,25.8,Yes,Yes,61
Dharamshala,Fog,January,20.7,Yes,Yes,54
Manali,Rain,May,14.5,No,Yes,46
Prayagraj,Clear,February,17.1,No,No,54
Madurai,Heavy Rain,January,17,Yes,Yes,58
Rishikesh & Haridwar,Clouds,October,22.1,Yes,Yes,61
Kodaikanal,Clear,January,11,Yes,Yes,50
Jaisalmer,Clouds,March,24.7,Yes,No,65
Rameswaram,Clouds,December,6.4,Yes,Yes,50
Udaipur,Clear,November,20.5,Yes,Yes,64
Ajmer,Clear,August,29.8,Yes,No,42
Agra,Fog,December,8.6,Yes,Yes,60
Chennai,Storm,November,24.6,Yes,Yes,58
Varanasi,Clear,July,29.7,No,Yes,26
Shimla,Fog,May,20.3,No,Yes,43
Mathura & Vrindavan,Clear,June,32.8,No,Yes,40
Varanasi,Clear,August,26.6,Yes,No,35
Kanyakumari,Rain,April,22.3,No,No,59
Udaipur,Clear,December,15.7,Yes,Yes,63
Ooty,Clear,January,1.8,Yes,Yes,47
Udaipur,Clear,January,17.8,Yes,Yes,60
Prayagraj,Clear,March,28.6,Yes,No,62
Kodaikanal,Rain,February,1.1,No,No,37
Pushkar,Clear,December,11.4,Yes,Yes,71
Kochi,Clear,December,15.8,Yes,Yes,59
Nashik,Clear,May,32.9,No,Yes,27
Kolkata,Clear,February,22.1,No,No,58
Statue of Unity (Kevadia),Clear,January,25.9,Yes,Yes,66
Udaipur,Rain,February,12.1,No,No,46
Mysuru,Clear,August,27.2,Yes,No,61
Srinagar,Rain,December,4.1,Yes,Yes,51
Nashik,Clear,June,35.1,No,Yes,20
Jaisalmer,Clear,April,25.8,No,No,55
Dharamshala,Fog,February,9.7,No,No,38
Visakhapatnam,Clear,February,22,No,No,60
Statue of Unity (Kevadia),Rain,February,23.4,No,No,55
Munnar,Rain,June,22.5,No,Yes,42
Goa,Clear,May,39.5,No,Yes,52
Nashik,Clouds,July,20.2,No,Yes,28
Mumbai,Clouds,December,11.6,Yes,Yes,44
Kolkata,Clouds,March,14.8,Yes,No,61
Hampi,Clouds,July,22.2,No,Yes,53
Jaisalmer,Clear,May,33.2,No,Yes,52
Srinagar,Fog,January,0.1,Yes,Yes,51
Jaipur,Clear,May,31.8,No,Yes,41
Thiruvananthapuram,Clear,April,36.2,No,No,19
Vijayawada,Clear,September,21.8,No,No,57
Manali,Rain,June,25.6,No,Yes,34
Aurangabad,Rain,March,15.7,Yes,No,40
Kodaikanal,Clouds,March,18.7,Yes,No,59
Nainital,Rain,October,11.6,Yes,Yes,43
Prayagraj,Fog,April,26.8,No,No,45
Varanasi,Rain,September,23.1,No,No,34
Mysuru,Clear,September,24.9,No,No,62
Dwarka,Storm,December,12.6,Yes,Yes,71
Kolkata,Clouds,April,34.7,No,No,43
Agra,Rain,January,6.9,Yes,Yes,55
Tirupati,Rain,April,33.3,No,No,50
Mumbai,Clear,January,19.7,Yes,Yes,44
Nainital,Fog,November,-0.5,Yes,Yes,34
Rishikesh & Haridwar,Clear,November,26.9,Yes,Yes,62
Pune,Clouds,December,19.5,Yes,Yes,71
Delhi,Clear,January,24.9,Yes,Yes,71
Dharamshala,Clouds,March,22,Yes,No,51
Somnath,Clear,September,31.3,No,No,32
Rishikesh & Haridwar,Rain,December,17.1,Yes,Yes,61
Jaisalmer,Clear,June,26.1,No,Yes,46
Kanyakumari,Clear,May,31.8,No,Yes,55
Mysuru,Clear,October,22.4,Yes,Yes,77
Lucknow,Clear,June,33.6,No,Yes,31
Dwarka,Rain,January,6.9,Yes,Yes,63
Aurangabad,Clear,April,34.3,No,No,22
Shimla,Rain,June,15,No,Yes,25
Ayodhya,Rain,January,12.5,Yes,Yes,60
Varanasi,Clear,October,24.9,Yes,Yes,54
Chennai,Clear,December,20.8,Yes,Yes,60
Lucknow,Rain,July,28.6,No,Yes,36
Jaisalmer,Clear,July,28.8,No,Yes,45
Tirupati,Clear,May,33.7,No,Yes,48
Pune,Clear,January,14.9,Yes,Yes,64
Darjeeling,Rain,July,23.5,No,Yes,39
Shimla,Snow,July,8.1,No,Yes,12
Pushkar,Clouds,January,11.2,Yes,Yes,66
Manali,Snow,July,12.8,No,Yes,26
Shirdi,Clear,June,24.5,No,Yes,46
Shirdi,Rain,July,28.7,No,Yes,44
Shirdi,Clear,August,31,Yes,No,50
Hampi,Clear,August,24.2,Yes,No,59
Mumbai,Rain,February,19.5,No,No,34
Dharamshala,Clear,April,31.8,No,No,33
Ahmedabad,Clear,September,28.1,No,No,41
Nashik,Fog,August,28.6,Yes,No,32
Ayodhya,Storm,February,13.1,No,No,51
Alleppey,Clear,April,24,No,No,56
Ahmedabad,Clouds,October,26.6,Yes,Yes,56
Shimla,Clear,August,16.3,Yes,No,28
Mumbai,Clear,March,33.2,Yes,No,37
Chennai,Rain,January,17.9,Yes,Yes,53
Shimla,Fog,September,13.7,No,No,25
Chennai,Clear,February,10.2,No,No,40
Dharamshala,Clear,May,38,No,Yes,29
Coorg,Rain,November,13.9,Yes,Yes,76
Dwarka,Clear,February,11.9,No,No,57
Prayagraj,Rain,May,36.2,No,Yes,40
Hampi,Rain,September,21,No,No,58
Ajmer,Rain,September,18.5,No,No,42
Rameswaram,Clouds,January,18.2,Yes,Yes,56
Srinagar,Clear,February,11.5,No,No,53
Madurai,Clear,February,27.2,No,No,51
Mumbai,Rain,April,25.6,No,No,25
Thiruvananthapuram,Clear,May,31.7,No,Yes,25
Munnar,Rain,July,19.8,No,Yes,39
Shimla,Clear,October,11.8,Yes,Yes,41
Munnar,Clear,August,23,Yes,No,44
Dharamshala,Fog,June,22.5,No,Yes,32
Udaipur,Clear,March,16.9,Yes,No,57
Shimla,Clear,November,18,Yes,Yes,43
Delhi,Rain,February,11.1,No,No,55
Kolkata,Clear,May,34.8,No,Yes,45
Pushkar,Clear,February,27.8,No,No,62
Statue of Unity (Kevadia),Heavy Rain,March,24.5,Yes,No,62
Agra,Rain,February,7.7,No,No,46
Aurangabad,Clear,May,26.3,No,Yes,29
Aurangabad,Clear,June,32.7,No,Yes,21
Ahmedabad,Clear,November,12.7,Yes,Yes,53
Dharamshala,Snow,July,21.3,No,Yes,33
