Destination,Temperature_C,Condition,Wind_Speed_kmph,Safety
Pushkar,40.5,Clear,29.7,Safe
Nashik,22.4,Clear,23.4,Safe
Kodaikanal,20.2,Clear,8.4,Safe
Vijayawada,35.6,Clear,16.6,Safe
Prayagraj,27.7,Heavy Rain,40.0,Moderate
Shirdi,19.3,Rain,10.3,Safe
Nashik,18.5,Rain,33.6,Moderate
Dharamshala,-4.1,Fog,27.4,Moderate
Visakhapatnam,20.6,Clear,54.9,Moderate
Udaipur,31.2,Storm,44.9,Moderate
Prayagraj,33.7,Clear,25.9,Safe
Pune,38.7,Clear,19.2,Safe
Mumbai,28.4,Clear,44.0,Safe
Ayodhya,31.8,Rain,6.1,Safe
Tirupati,25.9,Storm,37.9,Unsafe
Kolkata,14.7,Clear,27.4,Safe
Aurangabad,38.1,Clear,33.6,Safe
Visakhapatnam,22.0,Rain,50.5,Moderate
Jaipur,27.2,Cloudy,15.3,Safe
Mathura & Vrindavan,36.9,Clear,37.4,Safe
Vaishno Devi (Katra),11.2,Clear,38.2,Safe
Kodaikanal,18.8,Clear,13.2,Safe
Prayagraj,17.2,Clear,27.0,Safe
Prayagraj,30.3,Clear,22.7,Safe
Nashik,32.1,Cloudy,39.6,Safe
Lucknow,32.6,Clear,22.2,Safe
Somnath,27.3,Heavy Rain,42.3,Moderate
Thiruvananthapuram,24.0,Cloudy,54.5,Moderate
Shirdi,37.2,Clear,10.9,Safe
Udaipur,36.4,Clear,28.0,Safe
Dharamshala,14.7,Clear,18.7,Safe
Kolkata,34.3,Storm,8.8,Moderate
Coorg,19.0,Clear,6.2,Safe
Dharamshala,3.4,Clear,15.5,Safe
Bengaluru,39.6,Cloudy,44.6,Safe
Pune,20.9,Rain,40.6,Moderate
Vijayawada,25.1,Clear,32.5,Safe
Madurai,34.5,Clear,20.9,Safe
Jaipur,21.9,Heavy Rain,27.8,Moderate
Jodhpur,41.7,Clear,11.7,Safe
Prayagraj,16.5,Clear,34.0,Safe
Vaishno Devi (Katra),14.9,Fog,32.1,Moderate
Tirupati,10.6,Cloudy,6.2,Safe
Mathura & Vrindavan,39.5,Clear,16.3,Safe
Thiruvananthapuram,34.8,Fog,50.5,Moderate
Udaipur,32.5,Clear,34.8,Safe
Coorg,21.2,Clear,15.0,Safe
Kanyakumari,25.4,Cloudy,31.7,Safe
Hampi,20.5,Clear,24.3,Safe
Amritsar,14.8,Cloudy,10.9,Safe
Chennai,20.3,Clear,42.0,Safe
Jaipur,31.1,Rain,26.5,Safe
Munnar,30.1,Clear,30.2,Safe
Mumbai,33.0,Rain,31.2,Moderate
Hampi,24.8,Clear,24.3,Safe
Nashik,27.0,Fog,36.3,Moderate
Jaisalmer,37.3,Cloudy,28.0,Safe
Jodhpur,38.0,Clear,18.4,Safe
Mathura & Vrindavan,35.9,Cloudy,11.0,Safe
Hampi,21.6,Clear,6.6,Safe
Alleppey,20.4,Storm,10.4,Moderate
Aurangabad,25.1,Fog,40.1,Moderate
Nashik,19.7,Clear,38.1,Safe
Alleppey,27.6,Cloudy,51.0,Moderate
Dharamshala,14.0,Rain,40.2,Moderate
Amritsar,29.0,Clear,35.4,Safe
Kochi,28.3,Cloudy,17.9,Safe
Alleppey,25.4,Rain,54.7,Moderate
Amritsar,34.5,Clear,12.2,Safe
Kolkata,36.9,Clear,25.5,Safe
Shimla,11.1,Clear,29.6,Safe
Statue of Unity (Kevadia),16.9,Rain,14.9,Safe
Kochi,31.8,Rain,24.6,Safe
Mathura & Vrindavan,14.2,Clear,43.7,Safe
Rishikesh & Haridwar,-4.0,Snow,39.5,Unsafe
Nashik,25.6,Rain,11.4,Safe
Visakhapatnam,22.5,Clear,18.2,Safe
Mumbai,30.3,Clear,11.6,Safe
Pushkar,27.0,Clear,19.6,Safe
Kodaikanal,11.8,Cloudy,21.8,Safe
Kolkata,32.4,Clear,22.5,Safe
Vijayawada,25.6,Storm,23.9,Moderate
Kochi,29.7,Cloudy,11.8,Safe
Pune,35.2,Clear,32.2,Safe
Agra,19.2,Heavy Rain,36.8,Moderate
Dharamshala,3.2,Fog,8.5,Moderate
Ajmer,28.3,Clear,11.1,Safe
Tirupati,26.4,Fog,10.8,Safe
Pushkar,24.3,Clear,13.3,Safe
Ahmedabad,35.5,Fog,9.9,Safe
Darjeeling,6.5,Cloudy,21.0,Safe
Dwarka,17.3,Rain,43.9,Moderate
Manali,-0.6,Snow,39.8,Unsafe
Dwarka,35.0,Cloudy,23.9,Safe
Vaishno Devi (Katra),-1.1,Rain,6.0,Moderate
Darjeeling,-1.7,Snow,40.3,Unsafe
Mysuru,13.5,Clear,13.1,Safe
Nainital,0.9,Heavy Snow,20.5,Moderate
Varanasi,29.2,Clear,16.0,Safe
Bengaluru,21.4,Storm,9.0,Safe
Rishikesh & Haridwar,3.2,Clear,22.0,Safe
Shimla,0.8,Snow,12.8,Moderate
Visakhapatnam,30.6,Clear,58.1,Moderate
Manali,0.8,Fog,7.5,Moderate
Nainital,4.5,Clear,11.3,Safe
Kochi,33.0,Fog,52.4,Moderate
Pune,32.6,Rain,41.8,Moderate
Shirdi,36.0,Clear,39.1,Safe
Lucknow,27.3,Cloudy,33.4,Safe
Vaishno Devi (Katra),13.6,Clear,42.2,Safe
Ooty,20.7,Rain,13.6,Safe
Delhi,32.3,Clear,23.1,Safe
Aurangabad,22.0,Cloudy,17.5,Safe
Rameswaram,30.8,Cloudy,59.4,Moderate
Coorg,24.2,Rain,26.2,Safe
Udaipur,14.3,Clear,21.0,Safe
Bengaluru,25.1,Clear,16.6,Safe
Thiruvananthapuram,20.3,Rain,59.0,Moderate
Rameswaram,21.7,Rain,50.3,Moderate
Bengaluru,24.5,Rain,10.7,Safe
Nainital,-2.3,Clear,32.4,Moderate
Coorg,19.6,Clear,32.5,Safe
Manali,5.2,Clear,13.1,Safe
Lucknow,20.2,Clear,33.9,Safe
Pushkar,37.1,Storm,78.9,Unsafe
Dharamshala,12.9,Clear,5.0,Safe
Goa,25.1,Cloudy,42.9,Safe
Kolkata,14.6,Rain,36.7,Moderate
Nashik,30.4,Cloudy,17.2,Safe
Hampi,9.0,Cloudy,10.1,Safe
Jaisalmer,33.2,Clear,29.4,Safe
Jaipur,17.5,Clear,17.4,Safe
Nashik,17.4,Clear,28.3,Safe
Rameswaram,22.3,Cloudy,42.8,Safe
Darjeeling,13.3,Rain,38.3,Moderate
Ahmedabad,33.4,Clear,16.1,Safe
Ayodhya,20.6,Clear,24.8,Safe
Kodaikanal,24.6,Rain,15.1,Safe
Tirupati,36.0,Rain,39.6,Moderate
Kochi,24.7,Cloudy,52.6,Moderate
Manali,13.3,Clear,32.2,Safe
Varanasi,22.7,Clear,26.6,Safe
Nashik,13.6,Fog,12.2,Safe
Madurai,26.3,Cloudy,7.3,Safe
Chennai,22.7,Cloudy,34.1,Safe
Alleppey,32.6,Rain,13.4,Safe
Rishikesh & Haridwar,-3.3,Clear,30.7,Moderate
Somnath,37.5,Clear,6.2,Safe
Madurai,21.4,Clear,17.0,Safe
Vijayawada,22.4,Cloudy,20.8,Safe
Shimla,12.5,Rain,9.2,Moderate
Nashik,21.2,Storm,36.3,Moderate
Statue of Unity (Kevadia),38.2,Clear,5.8,Safe
Rameswaram,31.3,Rain,26.1,Safe
Madurai,27.8,Clear,9.3,Safe
Mysuru,28.7,Clear,23.3,Safe
Varanasi,13.2,Cloudy,15.9,Safe
Srinagar,0.8,Rain,25.2,Moderate
Ahmedabad,16.6,Rain,42.6,Moderate
Jaipur,32.8,Heavy Rain,14.0,Moderate
Jodhpur,39.0,Storm,32.8,Moderate
Vijayawada,39.5,Rain,35.3,Moderate
Pushkar,34.5,Storm,31.4,Moderate
Aurangabad,19.7,Rain,32.5,Moderate
Madurai,32.7,Clear,44.5,Safe
Amritsar,33.9,Rain,12.9,Safe
Jaipur,14.9,Clear,36.6,Safe
Shirdi,39.0,Heavy Rain,12.5,Moderate
Mumbai,33.5,Clear,57.6,Moderate
Hampi,19.6,Clear,22.1,Safe
Amritsar,35.0,Clear,32.5,Safe
Dharamshala,0.9,Snow,18.3,Moderate
Statue of Unity (Kevadia),14.7,Cloudy,39.4,Safe
Kodaikanal,13.5,Rain,10.7,Safe
Somnath,24.4,Clear,8.1,Safe
Thiruvananthapuram,34.2,Clear,34.7,Safe
Rishikesh & Haridwar,13.3,Clear,32.8,Safe
Shimla,-0.7,Clear,41.4,Safe
Lucknow,15.2,Clear,34.7,Safe
Kodaikanal,21.3,Rain,8.2,Safe
Thiruvananthapuram,23.4,Rain,16.9,Safe
Bengaluru,34.7,Clear,6.6,Safe
Goa,22.5,Fog,52.5,Moderate
Ayodhya,30.4,Clear,42.9,Safe
Mumbai,26.6,Rain,45.2,Moderate
Varanasi,27.5,Cloudy,39.1,Safe
Vijayawada,19.5,Clear,15.7,Safe
Kochi,27.4,Cloudy,50.4,Moderate
Rishikesh & Haridwar,4.7,Clear,27.7,Safe
Jaisalmer,20.5,Clear,23.8,Safe
Vaishno Devi (Katra),0.9,Cloudy,22.2,Safe
Coorg,22.2,Cloudy,34.9,Safe
Agra,26.4,Clear,16.5,Safe
Agra,31.0,Rain,11.7,Safe
Pushkar,38.2,Clear,5.7,Safe
Rishikesh & Haridwar,13.2,Clear,15.2,Safe
Shimla,-1.9,Fog,23.4,Moderate
Udaipur,25.4,Rain,11.0,Safe
Coorg,9.4,Rain,27.1,Safe
Pune,19.1,Rain,22.3,Safe
Alleppey,21.8,Clear,10.6,Safe
Nashik,19.5,Clear,9.6,Safe
Chennai,33.2,Cloudy,16.0,Safe
Jodhpur,44.3,Clear,10.9,Safe
Varanasi,21.9,Fog,23.4,Safe
Chennai,32.1,Cloudy,47.1,Safe
Vaishno Devi (Katra),8.0,Fog,7.9,Moderate
Somnath,33.0,Clear,44.2,Safe
Munnar,31.3,Clear,31.9,Safe
Agra,26.2,Storm,19.0,Moderate
Mysuru,24.7,Clear,12.7,Safe
Mathura & Vrindavan,16.4,Fog,24.5,Safe
Lucknow,22.2,Fog,6.3,Safe
Ahmedabad,13.4,Clear,18.1,Safe
Vijayawada,16.9,Clear,19.9,Safe
Lucknow,10.1,Heavy Rain,10.8,Moderate
Dwarka,21.7,Clear,44.8,Safe
Nainital,0.0,Heavy Snow,31.3,Unsafe
Ooty,23.4,Rain,20.2,Safe
Mathura & Vrindavan,11.3,Cloudy,37.5,Safe
Madurai,14.9,Clear,38.4,Safe
Kochi,28.1,Clear,31.8,Safe
Kanyakumari,30.8,Storm,51.4,Unsafe
Kochi,28.5,Rain,52.4,Moderate
Ajmer,10.3,Clear,16.3,Safe
Mumbai,31.2,Clear,24.4,Safe
Vijayawada,34.0,Storm,23.5,Moderate
Tirupati,15.6,Clear,25.6,Safe
Pushkar,22.4,Clear,24.3,Safe
Mumbai,30.4,Rain,13.4,Safe
Srinagar,-3.8,Clear,41.7,Moderate
Nainital,8.0,Clear,14.8,Safe
Coorg,15.7,Clear,9.1,Safe
Tirupati,29.8,Fog,34.4,Moderate
Ajmer,35.7,Clear,40.6,Safe
Nainital,5.6,Clear,43.1,Safe
Chennai,21.5,Clear,37.9,Safe
Nainital,2.9,Rain,17.9,Moderate
Thiruvananthapuram,23.0,Storm,28.4,Moderate
Jaisalmer,33.2,Cloudy,35.3,Safe
Vaishno Devi (Katra),6.3,Fog,7.7,Moderate
Munnar,31.4,Clear,34.2,Safe
Jaisalmer,31.4,Clear,10.1,Safe
Goa,32.2,Cloudy,36.8,Safe
Prayagraj,19.0,Cloudy,45.0,Safe
Rishikesh & Haridwar,1.8,Clear,22.2,Safe
Vaishno Devi (Katra),-3.0,Clear,43.9,Moderate
Somnath,15.4,Clear,22.6,Safe
Kolkata,10.1,Clear,19.0,Safe
Dharamshala,-0.7,Heavy Snow,6.5,Moderate
Kochi,31.1,Heavy Rain,41.0,Unsafe
Statue of Unity (Kevadia),17.2,Rain,40.2,Moderate
Tirupati,37.0,Clear,23.0,Safe
Goa,28.4,Clear,12.5,Safe
Alleppey,23.8,Heavy Rain,31.8,Unsafe
Jodhpur,38.1,Clear,45.6,Safe
Mysuru,25.6,Clear,38.1,Safe
Shimla,1.5,Clear,32.2,Safe
Pushkar,41.5,Clear,30.9,Moderate
Coorg,15.8,Clear,15.3,Safe
Alleppey,34.8,Clear,52.7,Moderate
Delhi,33.0,Clear,18.1,Safe
Rishikesh & Haridwar,-1.4,Cloudy,7.2,Safe
Varanasi,37.8,Rain,11.7,Safe
Pune,28.0,Clear,44.0,Safe
Udaipur,30.9,Rain,37.5,Moderate
Kochi,21.7,Clear,15.9,Safe
Kochi,24.5,Heavy Rain,18.7,Moderate
Rameswaram,24.5,Fog,29.7,Safe
Tirupati,13.9,Cloudy,15.2,Safe
Ajmer,33.2,Clear,13.4,Safe
Ahmedabad,22.1,Heavy Rain,41.7,Moderate
Jaisalmer,36.3,Clear,9.2,Safe
Rishikesh & Haridwar,5.5,Clear,25.0,Safe
Manali,-3.6,Clear,42.6,Moderate
Somnath,23.6,Clear,25.0,Safe
Kodaikanal,20.9,Clear,30.6,Safe
Lucknow,22.5,Clear,5.8,Safe
Ajmer,29.3,Clear,14.9,Safe
Dharamshala,6.9,Rain,31.7,Moderate
Jaisalmer,20.9,Clear,60.2,Moderate
Visakhapatnam,23.3,Rain,8.0,Safe
Mysuru,26.5,Clear,10.4,Safe
Kanyakumari,32.9,Fog,25.5,Safe
Tirupati,23.4,Clear,42.9,Safe
Kolkata,15.0,Rain,44.6,Moderate
Varanasi,17.2,Clear,31.9,Safe
Nainital,2.1,Cloudy,24.1,Safe
Jaipur,22.6,Rain,22.8,Safe
Kochi,25.5,Rain,33.1,Moderate
Kochi,24.8,Rain,15.8,Safe
Shirdi,37.8,Clear,23.3,Safe
Mathura & Vrindavan,23.1,Clear,25.9,Safe
Dharamshala,12.6,Fog,26.8,Moderate
Mumbai,28.9,Clear,36.6,Safe
Nainital,14.1,Cloudy,11.1,Safe
Somnath,28.3,Clear,39.5,Safe
Ahmedabad,18.0,Clear,43.1,Safe
Bengaluru,34.5,Clear,20.0,Safe
Somnath,19.2,Cloudy,18.9,Safe
Rameswaram,31.6,Rain,45.2,Moderate
Ayodhya,30.4,Fog,10.7,Safe
Agra,30.9,Clear,14.8,Safe
Visakhapatnam,32.2,Rain,43.2,Moderate
Darjeeling,6.2,Clear,13.3,Safe
Aurangabad,36.4,Rain,21.3,Safe
Kodaikanal,20.3,Clear,12.7,Safe
Ajmer,29.9,Fog,37.4,Moderate
Hampi,21.7,Clear,26.0,Safe
Statue of Unity (Kevadia),22.3,Cloudy,11.7,Safe
Ayodhya,27.3,Clear,35.5,Safe
Vaishno Devi (Katra),-4.7,Clear,5.1,Safe
Pune,16.8,Clear,10.2,Safe
Kanyakumari,20.6,Cloudy,14.2,Safe
Jodhpur,37.4,Clear,39.0,Safe
Ayodhya,19.1,Cloudy,25.1,Safe
Coorg,19.3,Clear,26.0,Safe
Ajmer,14.4,Rain,14.0,Safe
Rishikesh & Haridwar,7.6,Clear,15.7,Safe
Munnar,25.4,Clear,11.2,Safe
Mysuru,33.0,Heavy Rain,21.6,Moderate
Chennai,28.7,Clear,33.1,Safe
Srinagar,0.2,Clear,20.8,Safe
Kanyakumari,25.3,Heavy Rain,51.5,Unsafe
Manali,-3.7,Heavy Snow,13.4,Unsafe
Jodhpur,25.5,Clear,21.7,Safe
Mysuru,19.0,Rain,17.6,Safe
Rishikesh & Haridwar,2.3,Rain,8.6,Moderate
Nashik,13.8,Rain,10.2,Safe
Agra,14.2,Clear,32.8,Safe
Jaipur,39.3,Storm,40.3,Moderate
Goa,27.4,Fog,44.9,Moderate
Ooty,22.4,Rain,31.3,Moderate
Jodhpur,38.2,Clear,27.3,Safe
Manali,6.1,Cloudy,18.2,Safe
Prayagraj,11.4,Rain,16.7,Safe
Kanyakumari,23.0,Rain,37.2,Moderate
Udaipur,19.9,Cloudy,29.1,Safe
Thiruvananthapuram,30.7,Cloudy,43.7,Safe
Somnath,27.1,Clear,15.6,Safe
Goa,30.0,Clear,9.6,Safe
Dwarka,16.0,Clear,22.5,Safe
Kanyakumari,32.5,Fog,12.2,Safe
Munnar,23.5,Clear,21.7,Safe
Goa,21.0,Storm,37.4,Unsafe
Mysuru,34.7,Fog,32.1,Moderate
Amritsar,37.0,Clear,14.8,Safe
Dwarka,13.4,Rain,34.1,Moderate
Goa,34.4,Heavy Rain,20.0,Moderate
Goa,24.9,Cloudy,16.0,Safe
Kanyakumari,23.3,Rain,14.6,Safe
Somnath,38.5,Cloudy,29.5,Safe
Pushkar,41.9,Clear,76.3,Unsafe
Thiruvananthapuram,22.7,Clear,50.0,Moderate
Amritsar,10.8,Rain,6.0,Safe
Kanyakumari,24.5,Clear,13.7,Safe
Jaipur,28.5,Clear,26.4,Safe
Kochi,26.6,Fog,57.0,Moderate
Kolkata,22.1,Clear,26.6,Safe
Ajmer,39.8,Clear,27.3,Safe
Kolkata,21.3,Rain,11.5,Safe
Munnar,24.2,Cloudy,53.4,Moderate
Vijayawada,21.4,Clear,21.9,Safe
Visakhapatnam,29.3,Cloudy,59.2,Moderate
Prayagraj,36.4,Heavy Rain,16.0,Moderate
Thiruvananthapuram,33.0,Rain,16.3,Safe
Kanyakumari,24.8,Clear,9.1,Safe
Srinagar,-1.3,Cloudy,38.9,Safe
Jodhpur,33.7,Clear,46.7,Safe
Prayagraj,20.4,Clear,31.8,Safe
Kolkata,38.3,Cloudy,42.6,Safe
Hampi,10.3,Clear,5.5,Safe
Srinagar,-4.2,Cloudy,25.8,Safe
Pushkar,30.6,Clear,18.1,Safe
Kanyakumari,27.8,Rain,25.5,Safe
Pushkar,25.5,Cloudy,24.3,Safe
Prayagraj,24.7,Clear,26.5,Safe
Chennai,33.7,Rain,28.5,Safe
Rishikesh & Haridwar,-3.2,Clear,36.4,Moderate
Mumbai,34.2,Clear,21.3,Safe
Ajmer,31.6,Heavy Rain,37.3,Moderate
Kodaikanal,21.6,Rain,10.4,Safe
Srinagar,11.4,Clear,44.3,Safe
Statue of Unity (Kevadia),25.4,Rain,33.3,Moderate
Manali,-1.1,Snow,30.3,Unsafe
Nainital,5.8,Cloudy,8.7,Safe
Aurangabad,39.9,Clear,32.1,Safe
Nainital,4.8,Rain,6.4,Moderate
Mumbai,31.8,Cloudy,30.5,Safe
Chennai,20.1,Rain,10.9,Safe
Jaipur,30.2,Clear,40.8,Safe
Manali,1.4,Clear,30.4,Safe
Coorg,18.8,Rain,10.1,Safe
Mysuru,28.6,Cloudy,38.0,Safe
Jodhpur,27.7,Cloudy,31.5,Safe
Prayagraj,26.6,Clear,44.7,Safe
Rameswaram,32.9,Cloudy,5.0,Safe
Manali,1.4,Rain,26.5,Moderate
Tirupati,22.5,Cloudy,8.7,Safe
Kodaikanal,18.7,Clear,24.8,Safe
Mumbai,26.7,Clear,8.0,Safe
Ayodhya,21.0,Clear,27.8,Safe
Alleppey,27.8,Rain,53.6,Moderate
Mathura & Vrindavan,11.3,Fog,25.6,Safe
Visakhapatnam,20.8,Clear,14.9,Safe
Statue of Unity (Kevadia),17.3,Rain,19.5,Safe
Varanasi,30.9,Clear,11.2,Safe
Dwarka,19.7,Fog,18.9,Safe
Ahmedabad,12.3,Rain,39.1,Moderate
Vijayawada,10.0,Rain,38.9,Moderate
Alleppey,32.7,Clear,50.0,Moderate
Coorg,19.2,Fog,22.0,Safe
Madurai,33.1,Rain,19.2,Safe
Ooty,8.8,Cloudy,30.2,Safe
Pushkar,28.2,Clear,5.2,Safe
Dwarka,19.1,Clear,41.6,Safe
Mumbai,33.4,Cloudy,32.1,Safe
Tirupati,29.7,Clear,29.8,Safe
Hampi,16.6,Fog,13.3,Safe
Ahmedabad,22.0,Clear,11.9,Safe
Mathura & Vrindavan,32.5,Clear,26.4,Safe
Rameswaram,20.6,Clear,48.4,Safe
Rishikesh & Haridwar,2.5,Rain,29.0,Moderate
Madurai,13.1,Clear,43.5,Safe
Hampi,14.9,Clear,13.8,Safe
Somnath,29.3,Heavy Rain,10.7,Moderate
Srinagar,11.4,Cloudy,44.7,Safe
Rameswaram,28.0,Rain,20.3,Safe
Ajmer,20.5,Rain,39.7,Moderate
Ooty,12.4,Rain,27.9,Safe
Amritsar,28.1,Rain,44.5,Moderate
Ayodhya,29.1,Cloudy,10.0,Safe
Thiruvananthapuram,20.8,Rain,32.3,Moderate
Rishikesh & Haridwar,2.0,Cloudy,25.7,Safe
Thiruvananthapuram,24.2,Storm,49.9,Unsafe
Hampi,21.1,Rain,8.8,Safe
Chennai,26.0,Cloudy,56.5,Moderate
Ayodhya,26.0,Rain,17.0,Safe
Jodhpur,22.4,Clear,5.3,Safe
Kochi,22.1,Rain,59.9,Moderate
Lucknow,13.9,Clear,12.0,Safe
Delhi,36.3,Rain,10.6,Safe
Ahmedabad,21.2,Cloudy,6.2,Safe
Mathura & Vrindavan,34.9,Rain,32.4,Moderate
Mumbai,24.9,Rain,54.1,Moderate
Munnar,31.8,Rain,19.8,Safe
Amritsar,20.1,Clear,5.5,Safe
Pune,26.7,Heavy Rain,17.1,Safe
Bengaluru,14.2,Clear,28.3,Safe
Shirdi,35.8,Clear,30.9,Safe
Nashik,28.0,Clear,9.8,Safe
Bengaluru,38.8,Clear,34.0,Safe
Kanyakumari,33.8,Clear,59.8,Moderate
Rishikesh & Haridwar,7.9,Rain,11.3,Moderate
Ayodhya,14.6,Clear,17.9,Safe
Agra,10.6,Clear,10.0,Safe
Statue of Unity (Kevadia),37.4,Clear,34.1,Safe
Udaipur,17.0,Rain,7.8,Safe
Vaishno Devi (Katra),-3.2,Rain,38.0,Unsafe
Ayodhya,39.4,Cloudy,36.9,Safe
Shirdi,21.2,Rain,19.4,Safe
Kolkata,12.8,Fog,27.4,Safe
Jaipur,17.3,Rain,7.4,Safe
Darjeeling,11.6,Clear,38.4,Safe
Nainital,-4.2,Clear,6.6,Safe
Shirdi,27.7,Fog,38.5,Moderate
Amritsar,32.8,Cloudy,24.7,Safe
Jaisalmer,42.4,Clear,26.0,Safe
Lucknow,11.6,Clear,29.7,Safe
Rameswaram,22.5,Cloudy,21.8,Safe
Coorg,16.1,Clear,25.1,Safe
Lucknow,27.3,Clear,31.3,Safe
Nashik,21.7,Clear,21.5,Safe
Dharamshala,9.1,Rain,33.6,Moderate
Kodaikanal,20.9,Clear,27.9,Safe
Statue of Unity (Kevadia),19.4,Clear,21.8,Safe
Alleppey,33.4,Clear,45.7,Safe
Visakhapatnam,27.8,Cloudy,7.4,Safe
Aurangabad,13.8,Heavy Rain,38.4,Moderate
Nainital,4.5,Fog,42.2,Moderate
Nashik,32.2,Clear,44.7,Safe
Amritsar,17.6,Clear,39.5,Safe
Kochi,34.4,Rain,22.5,Safe
Srinagar,0.3,Cloudy,9.8,Safe
Kodaikanal,19.1,Clear,17.4,Safe
Dharamshala,2.3,Rain,26.8,Moderate
Jodhpur,25.3,Cloudy,28.1,Safe
Vijayawada,29.5,Clear,36.2,Safe
Nashik,39.2,Rain,10.8,Safe
Jodhpur,42.5,Clear,11.6,Safe
Shimla,-4.8,Clear,39.1,Moderate
Vijayawada,11.5,Cloudy,12.4,Safe
Rameswaram,21.7,Cloudy,37.7,Safe
Somnath,32.1,Clear,41.6,Safe
Dharamshala,5.4,Cloudy,15.2,Safe
Tirupati,14.6,Clear,18.3,Safe
Nashik,21.1,Storm,17.1,Moderate
Rameswaram,26.9,Rain,24.7,Safe
Nainital,6.8,Clear,9.3,Safe
Ayodhya,33.2,Fog,39.9,Moderate
Prayagraj,27.4,Clear,26.2,Safe
Mysuru,31.4,Clear,17.4,Safe
Pune,37.7,Clear,17.5,Safe
Kanyakumari,31.1,Cloudy,22.7,Safe
Chennai,29.1,Cloudy,35.2,Safe
Somnath,25.6,Clear,20.3,Safe
Mumbai,32.8,Cloudy,25.5,Safe
Agra,22.6,Rain,26.8,Safe
Ahmedabad,18.2,Clear,30.9,Safe
Darjeeling,10.9,Clear,33.0,Safe
Goa,26.1,Rain,55.1,Moderate
Chennai,23.9,Clear,45.5,Safe
Thiruvananthapuram,33.6,Rain,51.1,Moderate
Vijayawada,35.9,Clear,28.5,Safe
Ayodhya,17.4,Clear,16.6,Safe
Somnath,12.3,Clear,12.2,Safe
Nainital,12.0,Clear,29.4,Safe
Manali,3.0,Clear,36.7,Safe
Nashik,19.1,Clear,8.4,Safe
Manali,-0.3,Cloudy,23.8,Safe
Alleppey,30.5,Rain,46.6,Moderate
Thiruvananthapuram,25.5,Clear,50.0,Moderate
Coorg,22.2,Rain,27.9,Safe
Chennai,32.1,Cloudy,33.2,Safe
Alleppey,26.1,Heavy Rain,10.8,Moderate
Chennai,28.6,Clear,23.0,Safe
Manali,-2.4,Clear,39.7,Moderate
Alleppey,22.1,Clear,48.7,Safe
Ajmer,29.6,Rain,11.4,Safe
Pune,12.0,Rain,24.0,Safe
Goa,31.2,Clear,41.2,Safe
Delhi,35.3,Cloudy,15.4,Safe
Darjeeling,5.5,Cloudy,8.1,Safe
Pushkar,39.2,Clear,79.8,Moderate
Kanyakumari,20.9,Fog,44.1,Moderate
Ayodhya,19.6,Clear,15.7,Safe
Darjeeling,0.0,Snow,37.8,Unsafe
Mumbai,32.9,Cloudy,59.8,Moderate
Pune,38.3,Fog,18.9,Safe
Nashik,22.7,Clear,37.1,Safe
Coorg,16.2,Clear,31.9,Safe
Mysuru,33.1,Clear,30.1,Safe
Kolkata,24.5,Fog,26.3,Safe
Srinagar,2.6,Rain,26.1,Moderate
Pune,16.3,Rain,31.1,Moderate
Dharamshala,-4.2,Snow,17.8,Unsafe
Kochi,29.0,Cloudy,14.7,Safe
Rishikesh & Haridwar,5.1,Cloudy,37.2,Safe
Vaishno Devi (Katra),3.6,Rain,44.8,Moderate
Rameswaram,33.2,Clear,33.4,Safe
Chennai,26.2,Rain,10.5,Safe
Aurangabad,21.8,Clear,43.7,Safe
Munnar,26.0,Clear,25.9,Safe
Jaipur,31.6,Clear,27.2,Safe
Dharamshala,2.5,Clear,31.1,Safe
Bengaluru,15.6,Cloudy,23.3,Safe
Manali,11.7,Clear,16.3,Safe
Udaipur,19.8,Clear,36.4,Safe
Jaisalmer,36.9,Clear,70.3,Moderate
Ooty,18.2,Clear,12.6,Safe
Hampi,13.8,Rain,19.1,Safe
Srinagar,5.0,Fog,25.6,Moderate
Tirupati,35.2,Clear,34.3,Safe
Delhi,21.4,Rain,32.5,Moderate
Amritsar,25.9,Fog,28.7,Safe
Coorg,14.8,Rain,33.8,Moderate
Manali,14.4,Clear,28.7,Safe
Ooty,15.6,Clear,19.0,Safe
Shimla,-4.6,Clear,23.4,Safe
Visakhapatnam,32.3,Clear,41.3,Safe
Mathura & Vrindavan,24.1,Cloudy,44.2,Safe
Manali,3.3,Rain,24.7,Moderate
Mysuru,11.1,Heavy Rain,31.7,Moderate
Alleppey,33.2,Cloudy,19.5,Safe
Rishikesh & Haridwar,-0.4,Cloudy,24.1,Safe
Jodhpur,20.9,Clear,63.9,Moderate
Jaipur,15.5,Storm,19.5,Moderate
Udaipur,10.1,Rain,35.7,Moderate
Visakhapatnam,22.9,Storm,36.6,Unsafe
Madurai,29.0,Rain,17.7,Safe
Darjeeling,7.6,Fog,5.3,Moderate
Jaipur,20.0,Clear,9.3,Safe
Rameswaram,34.4,Clear,12.7,Safe
Kodaikanal,15.9,Clear,10.2,Safe
Kanyakumari,25.8,Rain,58.3,Moderate
Visakhapatnam,27.9,Clear,49.1,Safe
Ayodhya,18.9,Clear,7.4,Safe
Ooty,13.1,Clear,30.6,Safe
Kodaikanal,12.5,Cloudy,11.1,Safe
Thiruvananthapuram,21.7,Rain,23.6,Safe
Jaisalmer,36.6,Storm,29.6,Moderate
Shirdi,27.6,Clear,27.8,Safe
Amritsar,14.7,Clear,21.6,Safe
