Destination,Condition,Hotel_Rating,Price
Udaipur,Rain,5,6070
Munnar,Heavy Rain,5,5670
Pune,Clear,4,2660
Madurai,Rain,3,2410
Srinagar,Clouds,5,3480
Kochi,Heavy Rain,4,2860
Mathura & Vrindavan,Clear,1,1480
Agra,Clouds,5,5590
Shimla,Clouds,2,1800
Jodhpur,Clear,3,3630
Rameswaram,Heavy Rain,4,3040
Vijayawada,Clouds,5,3260
Visakhapatnam,Rain,5,3950
Aurangabad,Rain,2,2060
Bengaluru,Rain,4,6740
Mysuru,Clear,5,3120
Hampi,Clear,4,4370
Srinagar,Clouds,3,2080
Lucknow,Fog,2,1730
Nashik,Clear,5,3330
Rameswaram,Rain,4,2750
Vaishno Devi (Katra),Clouds,1,1570
Pushkar,Storm,1,1840
Visakhapatnam,Heavy Rain,3,2220
Jaisalmer,Clear,2,3230
Nainital,Rain,2,3390
Aurangabad,Clear,2,1710
Kanyakumari,Rain,1,1670
Mathura & Vrindavan,Fog,1,1590
Shimla,Clear,3,1910
Ooty,Clear,5,4830
Mumbai,Storm,2,2220
Dharamshala,Clear,2,1920
Chennai,Clear,1,3500
Jaipur,Clear,3,3750
Chennai,Clear,3,4590
Nashik,Clear,2,1690
Mumbai,Clear,3,2140
Jaisalmer,Clear,4,4620
Dharamshala,Clouds,4,2480
Statue of Unity (Kevadia),Clear,3,1960
Somnath,Clear,2,2160
Amritsar,Rain,5,6450
Somnath,Clouds,5,4030
Coorg,Clear,5,3260
Lucknow,Clear,1,1420
Jaipur,Heavy Rain,5,6690
Munnar,Clear,1,2490
Munnar,Clear,5,5090
Rameswaram,Clear,3,2070
Ayodhya,Clear,4,3200
Varanasi,Clear,4,2440
Munnar,Clear,2,3030
Mumbai,Heavy Rain,2,2150
Pushkar,Clear,3,1900
Thiruvananthapuram,Clear,2,1720
Ajmer,Fog,4,4500
Udaipur,Clear,1,2660
Mysuru,Clear,4,2560
Ooty,Clouds,2,3210
Mumbai,Fog,3,2020
Udaipur,Rain,2,3700
Alleppey,Heavy Rain,4,2770
Prayagraj,Fog,4,2960
Delhi,Rain,3,5350
Statue of Unity (Kevadia),Rain,4,3010
Kodaikanal,Clear,3,3280
Coorg,Clouds,1,1490
Dharamshala,Clouds,1,1500
Agra,Clear,5,5510
Statue of Unity (Kevadia),Rain,3,2480
Amritsar,Fog,3,3530
Goa,Clear,4,4700
Statue of Unity (Kevadia),Rain,1,1790
Ahmedabad,Fog,2,1710
Darjeeling,Snow,3,2050
Alleppey,Clear,5,3200
Coorg,Rain,1,1690
Darjeeling,Rain,5,3640
Thiruvananthapuram,Clouds,4,2630
Vijayawada,Clear,5,3390
Darjeeling,Rain,1,1850
Ahmedabad,Clear,1,1510
Somnath,Clear,5,3720
Rishikesh & Haridwar,Clear,3,2260
Goa,Clear,5,6010
Pushkar,Clear,4,2490
Vijayawada,Fog,3,2150
Ayodhya,Storm,2,2540
Varanasi,Clear,5,3020
Ayodhya,Rain,1,2140
Dwarka,Clear,3,2300
Dwarka,Clear,5,4140
Prayagraj,Clear,5,4050
Visakhapatnam,Rain,3,2310
Jaisalmer,Storm,4,5390
Ahmedabad,Clear,5,3190
Kochi,Clear,1,1510
Vijayawada,Clear,5,3140
Prayagraj,Clear,2,2240
Jaisalmer,Clear,5,5880
Mysuru,Rain,3,2450
Hampi,Clear,4,4430
Amritsar,Clear,3,3660
Rameswaram,Rain,4,2800
Coorg,Rain,2,2190
Jaipur,Clear,2,3120
Pune,Heavy Rain,4,3080
Lucknow,Clear,5,3190
Ajmer,Fog,3,3630
Mysuru,Heavy Rain,2,1980
Munnar,Clear,5,5500
Goa,Heavy Rain,4,5370
Mathura & Vrindavan,Rain,2,2190
Pushkar,Clear,1,1490
Dharamshala,Rain,3,2440
Kolkata,Clear,4,6020
Goa,Fog,5,5790
Delhi,Clear,1,3500
Alleppey,Clouds,3,2090
Hampi,Clouds,1,2820
Rishikesh & Haridwar,Clear,3,2320
Jaipur,Clear,1,2700
Pushkar,Clear,2,1700
Munnar,Clouds,3,3350
Thiruvananthapuram,Clear,5,3350
Goa,Clouds,3,3520
Darjeeling,Clear,1,1520
Tirupati,Rain,2,2550
Delhi,Clear,1,3450
Nainital,Heavy Snow,4,3840
Delhi,Clouds,4,6120
Goa,Clear,2,3270
Lucknow,Rain,1,1850
Munnar,Heavy Rain,1,2740
Goa,Storm,3,4390
Udaipur,Clouds,1,2680
Nainital,Fog,5,5480
Vijayawada,Rain,5,3930
Chennai,Clear,2,4240
Aurangabad,Clouds,5,3510
Chennai,Clouds,3,4890
Pushkar,Clouds,2,1950
Jaipur,Clear,4,4400
Jodhpur,Clear,1,2610
Thiruvananthapuram,Clear,5,3450
Darjeeling,Clouds,4,2660
Somnath,Fog,2,2160
Delhi,Clouds,5,7430
Alleppey,Clouds,3,2050
Udaipur,Rain,2,3580
Vijayawada,Clear,4,2610
Pushkar,Clear,4,2450
Agra,Fog,1,2610
Coorg,Rain,4,2790
Vijayawada,Rain,1,1770
Jaipur,Clear,3,3380
Tirupati,Clear,1,1910
Jodhpur,Clouds,5,6160
Shimla,Rain,4,2710
Nainital,Fog,3,3160
Kodaikanal,Clear,4,3940
Munnar,Heavy Rain,1,2630
Varanasi,Clear,2,1770
Shimla,Clear,2,1750
Manali,Clear,1,2410
Vaishno Devi (Katra),Heavy Snow,1,1440
Hampi,Clear,2,3210
Aurangabad,Clear,3,2020
Kolkata,Clear,2,3810
Jaipur,Rain,2,3800
Udaipur,Clear,5,5910
Ahmedabad,Clear,4,2480
Thiruvananthapuram,Rain,4,2830
Darjeeling,Fog,5,3100
Madurai,Clear,4,2620
Manali,Clear,1,2370
Ooty,Clear,4,3980
Srinagar,Fog,3,2010
Visakhapatnam,Fog,2,1740
Vaishno Devi (Katra),Clear,2,1730
Varanasi,Rain,3,2440
Mumbai,Clear,5,3050
Ahmedabad,Clear,5,3130
Hampi,Clear,5,5890
Madurai,Clear,5,3090
Dharamshala,Rain,1,1730
Ooty,Clouds,2,3110
Jodhpur,Clear,1,2830
Kodaikanal,Rain,2,3290
Goa,Rain,3,4140
Jodhpur,Clear,1,2800
Kodaikanal,Clear,1,2290
Tirupati,Clouds,2,2300
Goa,Clear,4,4680
Shimla,Clear,2,1790
Statue of Unity (Kevadia),Rain,3,2430
Kanyakumari,Clouds,2,1980
Somnath,Clear,4,2900
Jodhpur,Clear,4,4560
Bengaluru,Clear,4,5710
Amritsar,Clear,4,4440
Coorg,Clear,3,2010
Dwarka,Clear,1,1700
Vaishno Devi (Katra),Clear,1,1610
Kolkata,Rain,4,6610
Mathura & Vrindavan,Heavy Rain,3,2460
Vaishno Devi (Katra),Clear,1,1440
Kodaikanal,Clear,4,3870
Thiruvananthapuram,Rain,2,2030
Delhi,Clear,2,3950
Chennai,Heavy Rain,3,5720
Bengaluru,Clear,2,4010
Amritsar,Clear,2,3110
Kolkata,Clear,4,5990
Munnar,Clouds,4,4070
Kochi,Clear,5,3150
Chennai,Clear,4,5720
Chennai,Clear,3,4350
Tirupati,Storm,5,4380
Mathura & Vrindavan,Rain,4,2870
Bengaluru,Clear,4,5440
Delhi,Clouds,1,3370
Goa,Fog,3,3390
Delhi,Rain,1,4130
Vijayawada,Clouds,2,1970
Alleppey,Clouds,3,1980
Darjeeling,Clouds,2,1990
Udaipur,Clear,3,3710
Munnar,Rain,1,2670
Varanasi,Clear,2,1930
Manali,Snow,3,3310
Somnath,Clouds,3,2670
Rameswaram,Clouds,2,1930
Ooty,Clouds,5,5550
Madurai,Clouds,5,3380
Kochi,Rain,2,2190
Jodhpur,Storm,2,3860
Srinagar,Fog,4,2560
Mysuru,Clear,3,1960
Mysuru,Clouds,5,3480
Jaipur,Rain,3,4040
Kolkata,Clear,5,6960
Manali,Clear,2,2880
Vaishno Devi (Katra),Clear,1,1480
Somnath,Clear,4,3150
Rishikesh & Haridwar,Fog,2,2300
Somnath,Fog,1,1800
Amritsar,Rain,4,4800
Shimla,Clear,4,2440
Jodhpur,Clear,5,5370
Visakhapatnam,Rain,3,2230
Munnar,Clouds,2,2980
Visakhapatnam,Clouds,5,3300
Kodaikanal,Rain,2,3250
Vijayawada,Clear,4,2600
Munnar,Clouds,4,4380
Hampi,Clear,1,2740
Vijayawada,Clear,1,1490
Vaishno Devi (Katra),Fog,5,3020
Varanasi,Clear,1,1610
Kolkata,Storm,1,4290
Nashik,Clear,1,1420
Goa,Fog,3,3450
Nashik,Clear,4,2580
Shirdi,Heavy Rain,3,2860
Kochi,Heavy Rain,2,2120
Tirupati,Rain,3,2660
Lucknow,Fog,5,3090
Aurangabad,Clouds,3,2160
Jodhpur,Clear,3,3670
Nainital,Clear,4,3920
Alleppey,Rain,5,3970
Mysuru,Clear,5,3420
Srinagar,Clouds,3,2130
Vijayawada,Clouds,5,3410
Dwarka,Clear,5,4030
Mysuru,Rain,1,1810
Munnar,Clouds,1,2680
Kodaikanal,Clear,5,5260
Jaisalmer,Storm,5,7000
Mysuru,Clear,1,1460
Alleppey,Rain,3,2250
Lucknow,Rain,4,3020
Darjeeling,Clouds,4,2520
Mumbai,Heavy Rain,1,1710
Visakhapatnam,Clear,5,3430
Coorg,Fog,3,2000
Madurai,Clear,4,2550
Mathura & Vrindavan,Clear,2,1890
Agra,Clouds,2,3160
Madurai,Clear,5,3080
Lucknow,Clear,3,2030
Varanasi,Clouds,2,2020
Madurai,Clear,5,3110
Srinagar,Rain,1,1620
Pushkar,Clear,3,2000
Jaipur,Clear,4,4240
Srinagar,Clear,5,3200
Rishikesh & Haridwar,Clear,3,2410
Nainital,Clouds,2,3080
Delhi,Storm,3,5600
Jodhpur,Clear,5,5890
Mathura & Vrindavan,Clear,1,1420
Kochi,Clouds,3,2160
Ooty,Clouds,5,5090
Kochi,Clear,4,2630
Rameswaram,Rain,3,2460
Jaipur,Clear,3,3470
Udaipur,Clear,5,5600
Srinagar,Snow,1,1470
Nashik,Clear,4,2670
Alleppey,Fog,4,2510
Varanasi,Fog,5,3230
Pushkar,Clear,3,2140
Alleppey,Clear,5,3340
Lucknow,Clear,4,2680
Nainital,Clear,5,5080
Kochi,Clouds,2,1940
Chennai,Heavy Rain,1,4330
Kodaikanal,Clouds,1,2580
Jodhpur,Clear,1,2680
Mumbai,Clear,3,1970
Udaipur,Clear,4,4250
Vijayawada,Rain,4,2870
Statue of Unity (Kevadia),Rain,2,1980
Kolkata,Clear,2,4330
Aurangabad,Fog,1,1420
Ooty,Clear,1,2500
Kanyakumari,Rain,1,1730
Pushkar,Storm,4,2900
Ahmedabad,Rain,5,3530
Pune,Clear,5,3150
Aurangabad,Clear,2,1770
Somnath,Clear,2,2320
Nashik,Clouds,1,1550
Munnar,Rain,2,3220
Lucknow,Rain,2,2030
Vijayawada,Clouds,3,2080
Vijayawada,Rain,2,2000
Jodhpur,Storm,5,6620
Pushkar,Clear,2,1840
Kanyakumari,Clouds,3,2080
Shimla,Rain,2,2090
Kochi,Clear,1,1450
Jaisalmer,Clear,5,5700
Mysuru,Clouds,3,2170
Munnar,Clear,5,5130
Rameswaram,Heavy Rain,1,1850
Alleppey,Clear,5,3370
Visakhapatnam,Clear,4,2350
Rishikesh & Haridwar,Clear,1,1880
Rameswaram,Clear,3,2040
Ooty,Rain,3,3750
Somnath,Clear,2,2160
Varanasi,Clouds,4,2710
Mysuru,Clouds,4,2750
Mysuru,Clouds,1,1700
Mathura & Vrindavan,Clouds,4,2660
Visakhapatnam,Clouds,3,2190
Kochi,Clouds,4,2710
Srinagar,Rain,2,1990
Darjeeling,Clear,4,2570
Statue of Unity (Kevadia),Clear,2,1900
Chennai,Clouds,5,7350
Kochi,Clouds,2,2010
Mysuru,Clear,2,1940
Thiruvananthapuram,Clouds,1,1630
Statue of Unity (Kevadia),Clear,5,3110
Ooty,Rain,4,4770
Jaipur,Clouds,3,3830
Ooty,Rain,1,2910
Visakhapatnam,Rain,1,1760
Mysuru,Clear,3,2070
Mumbai,Clear,4,2630
Visakhapatnam,Heavy Rain,1,1660
Dwarka,Clouds,5,4080
Mumbai,Heavy Rain,3,2290
Darjeeling,Clouds,1,1690
Lucknow,Clear,2,1710
Rishikesh & Haridwar,Rain,5,4200
Kanyakumari,Rain,4,3050
Nainital,Clouds,4,4230
Munnar,Rain,4,4750
Nainital,Clear,5,4900
Thiruvananthapuram,Clear,3,1920
Delhi,Clear,1,3450
Alleppey,Heavy Rain,5,3540
Kodaikanal,Rain,3,3690
Nashik,Rain,3,2410
Kodaikanal,Clear,1,2400
Varanasi,Clear,5,3290
Bengaluru,Clear,1,3500
Ayodhya,Clouds,4,2980
Visakhapatnam,Clear,3,1920
Jaisalmer,Clear,5,5510
Delhi,Rain,5,9510
Ooty,Clear,2,2760
Agra,Clear,4,4290
Visakhapatnam,Clear,2,1770
Darjeeling,Clear,5,3080
Vaishno Devi (Katra),Clear,2,1690
Rameswaram,Rain,5,3730
Jaisalmer,Clear,3,3570
Manali,Clouds,3,3290
Visakhapatnam,Clear,1,1500
Lucknow,Clouds,2,1990
Mysuru,Rain,4,2870
Jaipur,Clear,5,6020
Alleppey,Rain,3,2210
Visakhapatnam,Heavy Rain,3,2450
Dharamshala,Snow,4,2450
Jaipur,Rain,1,3020
Udaipur,Fog,5,5720
Tirupati,Clear,1,1850
Tirupati,Clear,2,2160
Prayagraj,Clear,2,2050
Manali,Rain,5,5620
Delhi,Clear,1,3310
Tirupati,Fog,3,2260
Shirdi,Clear,1,1760
Jaisalmer,Clear,2,3320
Prayagraj,Clear,5,3740
Mathura & Vrindavan,Heavy Rain,1,1810
Ooty,Clear,5,5310
Tirupati,Clouds,4,3070
Nainital,Rain,4,4350
Ooty,Clear,2,2780
Goa,Clouds,2,3290
Thiruvananthapuram,Clear,1,1530
Ahmedabad,Clear,1,1490
Udaipur,Rain,3,4260
Shimla,Fog,3,2070
Ooty,Clouds,2,3230
Aurangabad,Fog,4,2470
Nainital,Clouds,2,3160
Prayagraj,Heavy Rain,2,2510
Kolkata,Clouds,2,4270
Visakhapatnam,Clouds,1,1480
Vaishno Devi (Katra),Clear,1,1540
Kanyakumari,Rain,4,2830
Ahmedabad,Clear,5,3350
Alleppey,Rain,4,2870
Ahmedabad,Clear,5,3180
Kolkata,Rain,3,5300
Chennai,Heavy Rain,4,7350
Somnath,Rain,1,2110
Hampi,Rain,5,6690
Visakhapatnam,Clear,2,1770
Thiruvananthapuram,Clear,4,2500
Coorg,Clear,2,1910
Bengaluru,Clouds,2,4080
Mysuru,Rain,5,3820
Nashik,Clear,3,2020
Shirdi,Fog,5,4110
Pune,Rain,3,2320
Vaishno Devi (Katra),Clear,4,2380
Mumbai,Clouds,4,2500
Visakhapatnam,Rain,2,2040
Pune,Rain,5,3800
Rishikesh & Haridwar,Clear,3,2580
Ayodhya,Clouds,3,2640
Thiruvananthapuram,Storm,3,2390
Dharamshala,Rain,2,2030
Rishikesh & Haridwar,Fog,2,2150
Hampi,Clouds,3,3920
Kochi,Clear,5,3170
Statue of Unity (Kevadia),Rain,1,1770
Tirupati,Clear,4,3180
Rameswaram,Fog,4,2490
Shimla,Clear,4,2490
Coorg,Rain,4,2760
Mysuru,Rain,1,1810
Mumbai,Fog,3,1980
Jodhpur,Clear,1,2540
Prayagraj,Clouds,2,2410
Chennai,Rain,5,9590
Delhi,Clear,3,4670
Nashik,Clear,4,2470
Ajmer,Rain,1,3140
Lucknow,Clear,1,1600
Mathura & Vrindavan,Clear,1,1480
Vijayawada,Clear,2,1770
Vijayawada,Rain,3,2240
Pune,Storm,4,3110
Manali,Rain,2,3270
Kochi,Clear,3,2080
Aurangabad,Clear,4,2380
Varanasi,Clouds,3,2130
Munnar,Clouds,3,3200
Nainital,Rain,5,5840
Rameswaram,Storm,5,3780
Munnar,Clear,2,2960
Pune,Clear,5,3280
Vaishno Devi (Katra),Clear,2,1800
Ayodhya,Clouds,3,2410
Dwarka,Rain,4,3540
Dharamshala,Heavy Snow,1,1500
Lucknow,Clear,4,2480
Coorg,Clear,4,2540
Bengaluru,Clear,1,3310
Nashik,Clear,5,3340
Shimla,Rain,4,2770
Delhi,Heavy Rain,1,4390
Pushkar,Clear,1,1520
Nashik,Fog,2,1730
Lucknow,Clouds,2,1910
Dwarka,Clear,2,2220
Nashik,Clear,1,1620
Dharamshala,Fog,1,1570
Kanyakumari,Clouds,3,2110
Shimla,Clear,4,2540
Shimla,Clear,4,2700
Jaisalmer,Clear,3,3650
Aurangabad,Rain,4,2850
Munnar,Rain,2,3190
Nainital,Clear,1,2500
Manali,Clouds,5,5700
Pune,Clear,2,1800
Ayodhya,Clear,2,2170
Goa,Clear,2,3080
Chennai,Clouds,3,4910
Tirupati,Clear,4,2890
Agra,Clear,1,2830
Dharamshala,Clouds,3,2070
Ahmedabad,Rain,1,1650
Statue of Unity (Kevadia),Clear,2,1830
Hampi,Clouds,2,3450
Ajmer,Storm,3,4420
Vijayawada,Clear,5,3320
Statue of Unity (Kevadia),Clear,3,1990
Srinagar,Clear,1,1480
Bengaluru,Clouds,2,4070
Statue of Unity (Kevadia),Rain,1,1770
Tirupati,Fog,5,3680
Jaipur,Rain,4,5310
Chennai,Rain,4,6650
Kolkata,Clear,2,4320
Hampi,Clear,5,5730
Aurangabad,Clear,4,2530
Kanyakumari,Clear,3,2070
Udaipur,Rain,3,4090
Munnar,Rain,1,2600
Rishikesh & Haridwar,Clouds,3,2480
Somnath,Rain,5,4370
Darjeeling,Clear,1,1450
Mathura & Vrindavan,Clear,1,1490
Pune,Clear,1,1550
Amritsar,Rain,5,6520
Mumbai,Fog,5,3180
Agra,Fog,5,5640
Hampi,Clear,3,3780
Ajmer,Rain,1,3170
Kolkata,Clear,4,5820
Kanyakumari,Clear,4,2400
Lucknow,Clear,5,3320
Tirupati,Clouds,3,2410
Goa,Fog,5,5390
Aurangabad,Fog,4,2670
Mathura & Vrindavan,Clear,2,1770
Vaishno Devi (Katra),Clear,2,1790
Madurai,Rain,4,2720
Hampi,Clouds,3,3840
Ajmer,Clear,5,5270
Vaishno Devi (Katra),Clouds,1,1490
Ajmer,Clear,4,4130
Lucknow,Clouds,5,3620
Ayodhya,Clouds,3,2420
Thiruvananthapuram,Rain,2,2150
Amritsar,Clouds,2,3400
Mumbai,Clear,5,3120
Lucknow,Rain,1,1660
Nashik,Rain,5,3570
Chennai,Clear,3,4500
Nashik,Clouds,3,2220
Mumbai,Fog,1,1420
Chennai,Clear,5,7000
Madurai,Clear,4,2440
Thiruvananthapuram,Heavy Rain,4,2750
Tirupati,Clouds,1,2030
Dwarka,Heavy Rain,5,4240
Kolkata,Clear,2,3840
Rishikesh & Haridwar,Rain,4,3430
Alleppey,Rain,2,1990
Delhi,Rain,1,4300
Delhi,Rain,4,7300
Delhi,Rain,5,8460
Kanyakumari,Storm,4,2960
Varanasi,Rain,2,1980
Rameswaram,Fog,4,2580
Rameswaram,Clouds,3,2080
Ahmedabad,Heavy Rain,3,2450
Ayodhya,Clear,4,3010
Rishikesh & Haridwar,Clouds,2,2230
Mathura & Vrindavan,Clear,2,1940
Statue of Unity (Kevadia),Rain,1,1690
Dharamshala,Rain,4,2900
Prayagraj,Clear,2,2070
Darjeeling,Rain,2,2070
Mathura & Vrindavan,Clouds,4,2690
Statue of Unity (Kevadia),Clear,2,1750
Jaipur,Storm,3,4080
Darjeeling,Rain,3,2280
Agra,Clear,3,3530
Nainital,Rain,3,3880
Thiruvananthapuram,Clear,1,1520
Coorg,Clear,2,1930
Hampi,Clear,1,2630
Alleppey,Rain,5,3640
Somnath,Clouds,5,3940
Ayodhya,Clear,4,3120
Vijayawada,Clear,1,1450
Shirdi,Clear,3,2510
Ahmedabad,Heavy Rain,1,1760
Pushkar,Clear,2,1710
Amritsar,Rain,5,6840
Mumbai,Fog,2,1840
Chennai,Clear,1,3460
Srinagar,Clear,3,1970
Lucknow,Heavy Rain,5,3910
Manali,Clear,2,3040
Goa,Clear,5,5970
Visakhapatnam,Rain,4,2900
Mathura & Vrindavan,Rain,2,2130
Dharamshala,Clouds,3,2060
Agra,Clear,2,3050
Delhi,Clear,4,5440
Agra,Clear,3,3370
Aurangabad,Clear,5,3450
Statue of Unity (Kevadia),Rain,1,1660
Varanasi,Rain,1,1640
Ajmer,Clear,1,2710
Dwarka,Clear,3,2510
Shirdi,Clouds,4,3080
Ahmedabad,Clouds,5,3350
Statue of Unity (Kevadia),Clear,3,2030
Aurangabad,Storm,2,2310
Jodhpur,Clouds,5,5660
Mumbai,Clouds,3,2090
Hampi,Clear,2,3310
Manali,Rain,4,4650
Shirdi,Rain,5,4640
Varanasi,Rain,2,2220
Dwarka,Fog,1,1700
Vaishno Devi (Katra),Rain,1,1750
Mumbai,Fog,5,3320
Kanyakumari,Rain,4,2780
Manali,Fog,5,4840
Jaisalmer,Clouds,1,2700
Rishikesh & Haridwar,Fog,1,1870
Kodaikanal,Clear,2,2720
Alleppey,Fog,1,1470
Ayodhya,Fog,4,2820
Mysuru,Clouds,2,1920
Statue of Unity (Kevadia),Clear,5,3210
Ajmer,Rain,5,6080
Manali,Clear,1,2380
Statue of Unity (Kevadia),Clear,5,3360
Bengaluru,Rain,5,9240
Alleppey,Clouds,2,1960
Prayagraj,Storm,4,3590
Madurai,Clouds,4,2740
Vijayawada,Clouds,3,2080
Kochi,Clear,5,3080
Pune,Clouds,3,1990
Pushkar,Clear,3,2120
Nainital,Rain,3,3610
Kolkata,Clouds,3,5080
Munnar,Clear,5,5260
Bengaluru,Fog,3,4860
Agra,Clear,4,4460
Amritsar,Clear,3,3340
Manali,Clouds,1,2440
Vaishno Devi (Katra),Clear,1,1500
Visakhapatnam,Rain,5,3930
Pune,Clear,2,1900
Prayagraj,Rain,4,3720
Varanasi,Fog,5,3170
Munnar,Storm,1,2760
Ooty,Clouds,4,4440
Lucknow,Heavy Rain,4,2990
Ayodhya,Clear,1,1820
Visakhapatnam,Clear,2,1880
Vaishno Devi (Katra),Clear,4,2560
Thiruvananthapuram,Storm,1,1800
Udaipur,Clear,2,3170
Ooty,Rain,4,4880
Srinagar,Clouds,5,3290
Delhi,Clear,1,3490
Amritsar,Rain,5,6820
Rishikesh & Haridwar,Clear,2,2180
Kolkata,Clear,3,4290
Hampi,Clouds,5,6320
Coorg,Clear,5,3020
Tirupati,Clear,1,1860
Nainital,Clouds,5,5400
Shirdi,Clear,1,1900
Jaisalmer,Storm,5,6940
Kolkata,Clear,5,7680
Ayodhya,Fog,4,3090
Manali,Clear,5,5470
Ajmer,Storm,2,3680
Lucknow,Clear,4,2610
Bengaluru,Rain,1,4360
Munnar,Rain,3,3680
Mumbai,Rain,3,2280
Amritsar,Clear,3,3310
Lucknow,Clouds,1,1510
Jaipur,Clear,3,3310
Shirdi,Rain,1,2060
Shimla,Clear,2,1770
Hampi,Clear,4,4660
Ooty,Clouds,4,4230
Ayodhya,Rain,2,2550
Ayodhya,Clear,2,2330
Amritsar,Rain,1,2880
Dharamshala,Snow,3,2000
Jaipur,Clear,4,4600
Ooty,Rain,2,3340
Kolkata,Fog,5,7340
Amritsar,Clear,3,3590
Nainital,Clouds,2,3040
Tirupati,Clear,1,1800
Coorg,Clear,3,2030
Madurai,Clear,2,1810
Madurai,Clear,5,3330
Shimla,Fog,3,1930
Coorg,Clouds,3,2200
Amritsar,Rain,5,6360
Mumbai,Clear,3,1990
Dwarka,Clear,5,3990
Alleppey,Storm,5,4080
Vaishno Devi (Katra),Rain,1,1810
Somnath,Heavy Rain,3,2800
Bengaluru,Clear,1,3210
Vijayawada,Clear,2,1910
Manali,Fog,1,2440
Goa,Clouds,1,2950
Varanasi,Clear,1,1590
Rameswaram,Clear,4,2520
Nashik,Clear,3,1970
Varanasi,Clouds,4,2560
Statue of Unity (Kevadia),Clear,1,1410
Jaisalmer,Clear,4,4230
Nainital,Fog,4,3990
Bengaluru,Clear,2,4010
Delhi,Clear,2,3840
Ahmedabad,Rain,2,2060
Kanyakumari,Clear,4,2430
Hampi,Clear,5,5280
Dwarka,Storm,1,2250
Dharamshala,Clear,2,1790
Srinagar,Fog,2,1770
Ooty,Fog,2,2950
Shimla,Clouds,4,2780
Pushkar,Clear,5,3170
Rameswaram,Heavy Rain,5,3720
Vaishno Devi (Katra),Heavy Snow,5,3360
Darjeeling,Clouds,4,2790
Nainital,Fog,5,5510
Kolkata,Rain,5,8730
Rishikesh & Haridwar,Snow,3,2330
Ayodhya,Heavy Rain,2,2510
Goa,Clouds,3,3860
Madurai,Rain,1,1780
Vijayawada,Clear,3,1920
Alleppey,Clear,1,1430
Amritsar,Fog,4,4320
Udaipur,Clear,4,4470
Ajmer,Heavy Rain,4,5320
Aurangabad,Clear,4,2510
Ajmer,Clear,4,4450
Amritsar,Rain,3,3800
Kanyakumari,Rain,1,1790
Darjeeling,Heavy Snow,3,2150
Ooty,Rain,5,6040
Udaipur,Clouds,2,3360
Jaipur,Fog,2,3290
Kanyakumari,Heavy Rain,3,2300
Munnar,Clear,3,3360
Amritsar,Clouds,4,4540
Madurai,Rain,1,1740
Thiruvananthapuram,Rain,3,2230
Chennai,Storm,5,9320
Madurai,Clear,1,1570
Somnath,Clear,1,1860
Nashik,Clear,1,1590
Shirdi,Clear,2,2090
Kolkata,Rain,1,4150
Mathura & Vrindavan,Clouds,4,2680
Varanasi,Rain,3,2210
Jaisalmer,Clear,5,6050
Rameswaram,Clouds,4,2780
Jaipur,Clear,2,3190
Kanyakumari,Heavy Rain,5,3970
Kochi,Rain,5,3470
Kochi,Storm,4,2940
Shirdi,Clear,4,2940
Munnar,Rain,3,3870
Somnath,Clear,1,1900
Tirupati,Clear,1,1920
Mathura & Vrindavan,Clear,3,2050
Dharamshala,Fog,2,1750
Ajmer,Clouds,3,3920
Tirupati,Rain,1,1950
Prayagraj,Clouds,2,2390
Kanyakumari,Fog,2,1810
Pune,Heavy Rain,4,2980
Tirupati,Clear,1,1770
Nashik,Clear,4,2440
Ayodhya,Clear,3,2500
Vijayawada,Clear,3,2150
Kanyakumari,Clear,4,2610
Alleppey,Clear,4,2580
Statue of Unity (Kevadia),Clouds,3,2030
Ayodhya,Clear,2,2210
Darjeeling,Clear,1,1410
Udaipur,Clear,5,6010
Visakhapatnam,Rain,4,2790
Ooty,Fog,5,5220
Chennai,Rain,5,9020
Jaipur,Rain,5,6460
Ajmer,Clouds,4,4640
Mathura & Vrindavan,Rain,4,2720
Munnar,Clear,5,5380
Kochi,Rain,1,1810
Kochi,Clear,1,1520
Lucknow,Rain,2,2230
Pune,Clear,5,3260
Rishikesh & Haridwar,Clear,5,3860
Munnar,Heavy Rain,2,3260
Mysuru,Clear,2,1710
Dharamshala,Fog,2,1800
Bengaluru,Clear,3,4510
Tirupati,Rain,4,3490
Mumbai,Clear,3,2080
Prayagraj,Rain,3,2940
Bengaluru,Clear,4,5320
Pune,Rain,4,2800
Ayodhya,Clouds,3,2650
Somnath,Clear,3,2390
Jaipur,Clear,1,2550
Aurangabad,Clear,5,3090
Dharamshala,Fog,2,1820
Jaipur,Clear,2,2990
Jaisalmer,Clear,4,4670
Mathura & Vrindavan,Clear,2,1740
Udaipur,Clear,2,2970
Ooty,Clouds,3,3430
Alleppey,Rain,1,1680
Nainital,Clear,4,4120
Ayodhya,Rain,2,2550
Dharamshala,Fog,2,1840
Alleppey,Clear,4,2570
Amritsar,Clear,3,3350
Jaipur,Clear,5,5570
Amritsar,Fog,3,3610
Lucknow,Clouds,1,1640
Kodaikanal,Rain,1,2960
Hampi,Clear,4,4630
Statue of Unity (Kevadia),Clear,1,1580
Jodhpur,Clear,5,5360
Shimla,Fog,5,3010
Pushkar,Clear,5,3220
Hampi,Clear,2,3010
Pushkar,Clear,3,2070
Jodhpur,Clear,5,5740
Jaipur,Clear,4,4430
Aurangabad,Heavy Rain,5,3930
Dwarka,Clear,2,2320
